ticker,date,setup_type,score,sm_score,flow_score,status,entry_date,exit_date,days_in_trade,result_r,result_pct,rr_zone,distance_ema20_pct,distance_ema50_pct,trend_strength_pct,volatility_20d_pct,atr14,atr14_pct,is_executed,is_win,is_loss,event_date
AAPL,2017-06-08,EMA Pullback,70,5,0.0,LOSS,2017-06-12,2017-06-12,0,-1.0,-6.4425306242817175,2.0,1.2633899593242237,4.434982821782252,15.271836570166064,1.0536674325486535,0.35961254066587295,1.0000598300795813,True,False,True,2017-06-12
NFLX,2017-06-08,EMA Pullback,70,5,0.0,LOSS,2017-06-12,2017-06-12,0,-1.0,-6.795980770400412,2.0,2.880932744506226,6.9237320423484405,16.684303003418567,1.3647556719017186,0.24564273016793386,1.4808460325788417,True,False,True,2017-06-12
NFLX,2017-06-23,EMA Pullback,70,5,0.0,LOSS,2017-06-27,2017-07-03,6,-1.0,-5.535199529751578,2.0,0.9959340324082966,2.1468593181488194,11.806137025500973,1.6529836895473093,0.4476429394313267,2.832824567362122,True,False,True,2017-07-03
NVDA,2017-06-08,EMA Pullback,70,5,0.0,WIN,2017-07-03,2017-07-12,9,0.9288220416107649,9.140235706259448,2.0,15.26518309220597,28.34465097142218,33.90581978837637,2.8738794431428105,0.11409532887016627,2.8934935145510368,True,True,False,2017-07-12
NVDA,2017-07-12,EMA Pullback,70,5,0.0,EXPIRED,,,0,0.0,0.0,2.0,8.471219428493493,15.6353293640745,31.322630129580187,2.624762625644673,0.14334567698191594,3.5778021871865913,False,False,False,2017-07-12
NVDA,2017-07-13,EMA Pullback,70,5,0.0,EXPIRED,,,0,0.0,0.0,2.0,6.484541940886124,13.660321869211622,31.653818177436488,2.6473226485017856,0.15146387738395653,3.824671727375185,False,False,False,2017-07-13
NFLX,2017-07-14,EMA Pullback,70,5,0.0,EXPIRED,,,0,0.0,0.0,2.0,4.375258286554695,4.6449938078549025,8.92156230811494,1.7927956580647195,0.39585719789777485,2.4569091974578066,False,False,False,2017-07-14
NVDA,2017-07-14,EMA Pullback,70,5,0.0,EXPIRED,,,0,0.0,0.0,2.0,8.383411049975088,15.956942731919032,32.20815296878028,2.699998543816487,0.14843497936149627,3.65002298583977,False,False,False,2017-07-14
NFLX,2017-07-17,EMA Pullback,70,5,0.0,EXPIRED,,,0,0.0,0.0,2.0,4.279154588161149,4.815283306249496,9.250813521375356,1.7926952469203172,0.3967142786298479,2.453396887804914,False,False,False,2017-07-17
AAPL,2017-07-18,EMA Pullback,70,5,0.0,EXPIRED,,,0,0.0,0.0,2.0,2.235107652853796,2.288602392376804,7.912069313835723,0.8343747058984875,0.49716053663274196,1.4278043277400057,False,False,False,2017-07-18
AAPL,2017-07-19,EMA Pullback,70,5,0.0,EXPIRED,,,0,0.0,0.0,2.0,2.594476819370062,2.811158278932946,8.081293028923264,0.8038763233127947,0.4726339329828012,1.3489173141386113,False,False,False,2017-07-19
NFLX,2017-08-30,EMA Pullback,70,5,0.0,EXPIRED,,,0,0.0,0.0,2.0,2.358559213591205,3.699787501218932,12.557942060403393,1.5904168279228938,0.410071645464216,2.34742485939615,False,False,False,2017-08-30
