date,ticker,status,result_r,trade_return_pct,equity,drawdown_pct
2017-06-12,AAPL,LOSS,-1.0,-1.0,99000.0,-1.0000000000000009
2017-06-12,NFLX,LOSS,-1.0,-1.0,98010.0,-1.9900000000000029
2017-07-03,NFLX,LOSS,-1.0,-1.0,97029.9,-2.970100000000009
2017-07-12,NVDA,WIN,0.9288221297394652,0.9288221297394652,97931.13518366407,-2.0688648163359358
2017-09-15,NVDA,WIN,1.367033406386413,1.367033406386413,99269.8865168782,-0.730113483121797
2017-10-26,AMD,PARTIAL_WIN,0.49881464386470575,0.49881464386470575,99765.05924777227,-0.23494075222773025
2017-10-27,MSFT,WIN,2.131968534184199,2.131968534184199,101892.018919045,0.0
2017-10-27,NVDA,WIN,1.820195984733994,1.820195984733994,103746.65335617386,0.0
2017-10-30,META,WIN,2.1948386694841053,2.1948386694841053,106023.72502233081,0.0
2017-11-08,AAPL,WIN,2.8752823859497694,2.8752823859497694,109072.2065128257,0.0
2017-11-22,AMZN,WIN,1.8534676268061225,1.8534676268061225,111093.82455038403,0.0
2018-01-05,NFLX,WIN,2.1759904865999364,2.1759904865999364,113511.2156038004,0.0
2018-01-11,NVDA,WIN,1.563335366162001,1.563335366162001,115285.77658189501,0.0
2018-01-16,AMZN,WIN,1.631092352867349,1.631092352867349,117166.19406766605,0.0
2018-01-16,GOOGL,WIN,1.8007474867357405,1.8007474867357405,119276.06136264345,0.0
2018-01-29,MSFT,WIN,1.8407894965452194,1.8407894965452194,121471.68257209983,0.0
2018-02-06,AAPL,LOSS,-1.0799485848783468,-1.0799485848783468,120159.85085513453,-1.079948584878343
2018-02-08,GOOGL,LOSS,-1.0,-1.0,118958.25234658318,-2.069149099029566
2018-02-09,MSFT,LOSS,-1.0,-1.0,117768.66982311735,-3.048457608039268
2018-02-15,NFLX,WIN,1.0163576543623392,1.0163576543623392,118965.62071330532,-2.0630831859162146
2018-02-15,NVDA,WIN,2.029851322991913,2.029851322991913,121380.4459392599,-0.07510938426804614
2018-02-20,AMZN,WIN,1.5809320899419819,1.5809320899419819,123299.38836002834,0.0
2018-03-13,AMD,LOSS,-1.0,-1.0,122066.39447642806,-1.0000000000000009
2018-03-20,META,PARTIAL_WIN,0.26649582720330556,0.26649582720330556,122391.69632412527,-0.7361691310687313
2018-03-23,GOOGL,LOSS,-1.0,-1.0,121167.77936088401,-1.72880743975804
2018-03-27,NVDA,LOSS,-1.0,-1.0,119956.10156727517,-2.711519365360471
2018-04-13,NFLX,WIN,1.0484095112485439,1.0484095112485439,121213.73274542944,-1.6915376810377136
2018-04-27,AAPL,LOSS,-1.0,-1.0,120001.59541797514,-2.6746223042273365
2018-06-05,AMZN,WIN,1.415264972626869,1.415264972626869,121699.93596451916,-1.2972103242222643
2018-06-05,NFLX,WIN,1.7872138426241668,1.787213842624167,123874.97406654179,0.0
2018-07-09,AMD,WIN,0.9284390597631716,0.9284390597631716,125025.07771104705,0.0
2018-07-20,MSFT,WIN,2.2388993926865655,2.2388993926865655,127824.26341662557,0.0
2018-07-26,AMD,WIN,1.2636958101606077,1.2636958101606077,129439.57327779014,0.0
2018-07-26,GOOGL,WIN,2.985275776041133,2.985275776041133,133303.70150346303,0.0
2018-07-26,META,PARTIAL_WIN,-0.11056370109739144,-0.11056370109739146,133156.315997381,-0.11056370109737701
